Site,Point.ID,Date,Survey.number,Species - Scientific Name,Species - 4-letter Code,Count,Distance,Detected By,,,,,,,,,
Trujillo Alto,3294-5,01/27/18,2,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,2,Turdus plumbeus,RLTH,1,11-25,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,2,Chlorostilbon maugaeus,PREM,1,11-25,Sound (Canto),MOVE,,,,,,,,
Trujillo Alto,3294-5,01/27/18,2,Margarops fuscatus,PETH,1,0-10,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Patagioenas squamosa,SNPI,1,26-50,Sight (Visto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Zenaida asiatica,WWDO,2,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Quiscalus niger,GAGR,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Quiscalus niger,GAGR,1,11-25,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Tyrannus dominicensis,GRAK,1,11-25,Sight (Visto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,3,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,4,Zenaida aurita,ZEND,1,26-50,Sight (Visto),MOVE,,,,,,,,
Trujillo Alto,3294-5,01/27/18,4,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,4,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,4,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,4,Anthracothorax viridis,GMAG,1,11-25,Sound (Canto),GRMA,,,,,,,,
Trujillo Alto,3294-5,01/27/18,4,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Trujillo Alto,3294-5,01/27/18,,Geotrygon montana,RUQD,,Fly-over/Volandos,,,,,,,,,,
Trujillo Alto,3294-5,01/27/18,,Podilymbus podiceps,PBGR,,Fly-over/Volandos,,,,,,,,,,
Yabucoa I,8835-1,02/16/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,1,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,2,Tyrannus dominicensis,GRAK,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,2,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,2,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,2,Zenaida aurita,ZEND,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,3,Zenaida asiatica,WWDO,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,3,Tyrannus dominicensis,GRAK,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,3,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,4,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-1,02/16/18,4,Margarops fuscatus,PETH,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,1,Margarops fuscatus,PETH,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,1,Margarops fuscatus,PETH,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,1,Tyrannus dominicensis,GRAK,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,1,Coereba flaveola,BANA,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,2,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,2,Columbina passerina,COGD,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,2,Tyrannus dominicensis,GRAK,2,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,2,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,3,Crotophaga ani,SBAN,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,3,Zenaida aurita,ZEND,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,3,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,3,Columbina passerina,COGD,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,3,Coereba flaveola,BANA,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Columbina passerina,COGD,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-2,02/16/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,1,Coccyzus minor,MACU,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,3,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,3,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,4,Catharus bicknelli,BITH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,4,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,4,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-3,02/16/18,4,Margarops fuscatus,PETH,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Bubulcus ibis,CAEG,2,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Coereba flaveola,BANA,2,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Tyrannus dominicensis,GRAK,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Quiscalus niger,GAGR,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,1,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Zenaida aurita,ZEND,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Bubulcus ibis,CAEG,4,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Ardea alba,GREG,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Crotophaga ani,SBAN,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Margarops fuscatus,PETH,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Coereba flaveola,BANA,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,2,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Bubulcus ibis,CAEG,5,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Egretta thula,SNEG,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Tyrannus dominicensis,GRAK,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Patagioenas squamosa,SNPI,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,3,Coereba flaveola,BANA,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Bubulcus ibis,CAEG,2,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Ardea alba,GREG,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Egretta thula,SNEG,2,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Ardea cinerea,GRAH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Margarops fuscatus,PETH,2,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Coereba flaveola,BANA,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Patagioenas squamosa,SNPI,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-4,02/16/18,,Egretta caerulea,LBHE,,Fly-over/Volandos,,,,,,,,,,
Yabucoa I,8835-4,02/16/18,,Coccyzus minor,MACU,,Fly-over/Volandos,,,,,,,,,,
Yabucoa I,8835-4,02/16/18,,Buteo jamaicensis,RTHA,,Fly-over/Volandos,,,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Quiscalus niger,GAGR,3,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Zenaida asiatica,WWDO,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Patagioenas squamosa,SNPI,2,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Columbina passerina,COGD,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Myiarchus antillarum,PRFL,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Geotrygon chrysia,KWQD,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Columbina passerina,COGD,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Quiscalus niger,GAGR,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,1,Setophaga discolor,PRAW,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Zenaida asiatica,WWDO,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Ardea alba,GREG,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Zenaida aurita,ZEND,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Crotophaga ani,SBAN,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Tiaris olivaceus,YFGR,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,2,Quiscalus niger,GAGR,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,3,Ardea alba,GREG,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,3,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,3,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,3,Quiscalus niger,GAGR,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Ardea alba,GREG,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Crotophaga ani,SBAN,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Columbina passerina,COGD,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Quiscalus lugubris,CAGR,2,11-25,Sight (Visto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Butorides virescens,GRHE,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa I,8835-5,02/16/18,4,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Patagioenas squamosa,SNPI,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Zenaida aurita,ZEND,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Tyrannus caudifasciatus,LOKI,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Megascops nudipes,PRSO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Coccyzus vieilloti,PRLC,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,1,Turdus plumbeus,RLTH,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Patagioenas squamosa,SNPI,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Margarops fuscatus,PETH,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Tyrannus caudifasciatus,LOKI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,2,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,3,Patagioenas squamosa,SNPI,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,3,Zenaida asiatica,WWDO,3,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,3,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,3,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,3,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Patagioenas squamosa,SNPI,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Tyrannus dominicensis,GRAK,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Zenaida asiatica,WWDO,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Coccyzus minor,MACU,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Tyrannus caudifasciatus,LOKI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Margarops fuscatus,PETH,3,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Zenaida aurita,ZEND,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,4,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-1,02/19/18,,Myiarchus antillarum,PRFL,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-1,02/19/18,,Bubulcus ibis,CAEG,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-1,02/19/18,,Tiaris bicolor,BFGR,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-2,02/19/18,1,Zenaida aurita,ZEND,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,1,Zenaida aurita,ZEND,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,1,Turdus plumbeus,RLTH,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,1,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,1,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,1,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Zenaida aurita,ZEND,1,26-50,Sight (Visto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Coccyzus minor,MACU,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Tyrannus caudifasciatus,LOKI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,3,Chlorostilbon maugaeus,PREM,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,4,Zenaida aurita,ZEND,3,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,4,Zenaida asiatica,WWDO,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,4,Patagioenas squamosa,SNPI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,4,Myiarchus antillarum,PRFL,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,4,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,4,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-2,02/19/18,,Bubulcus ibis,CAEG,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-2,02/19/18,,Vireo altiloquus,BWVI,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Todus mexicanus,PRTO,2,11-25,Sight (Visto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Tiaris bicolor,BFGR,1,11-25,Sight (Visto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Coereba flaveola,BANA,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,1,Geotrygon montana,RUQD,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,2,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,2,Zenaida asiatica,WWDO,3,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,3,Zenaida asiatica,WWDO,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,3,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,3,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,3,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Zenaida asiatica,WWDO,2,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Zenaida aurita,ZEND,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Quiscalus niger,GAGR,1,26-50,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Tiaris bicolor,BFGR,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,4,Geotrygon montana,RUQD,1,0-10,Sight (Visto),,,,,,,,,
Yabucoa II,8483-3,02/19/18,,Tyrannus dominicensis,GRAK,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-3,02/19/18,,Quiscalus niger,GAGR,,Fly-over/Volandos,,,,,,,,,,
Yabucoa II,8483-4,02/19/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Yabucoa II,8483-4,02/19/18,1,Zenaida aurita,ZEND,1,11-25,Sound (Canto),,,,,,,,,
